STT,ID_cau_VLSP,Nguon_ZH,Tham_chieu_VI,Ban_dich_He_A,Ban_dich_He_B
180,vi-zh-2022-test-0180,同时，布林肯要求塔利班履行维护往来自由、确保妇女和少数民族权利的承诺，并防止阿富汗成为恐怖分子基地。,"Cùng với đó, Ngoại trưởng Mỹ yêu cầu Taliban bảo đảm cam kết duy trì tự do đi lại, bảo đảm quyền cho phụ nữ và các dân tộc thiểu số, cũng như ngăn Afghanistan trở thành căn cứ khủng bố.","Đồng thời, Blinken yêu cầu Taliban thực hiện cam kết duy trì quyền tự do đi lại, đảm bảo quyền của phụ nữ và các dân tộc thiểu số, đồng thời ngăn chặn Afghanistan trở thành căn cứ của những kẻ khủng bố.","Đồng thời, Blinken yêu cầu Taliban thực hiện các cam kết duy trì quyền tự do đi lại, đảm bảo quyền của phụ nữ và người thiểu số, ngăn chặn Afghanistan trở thành căn cứ khủng bố."
181,vi-zh-2022-test-0181,越南政府总理、新冠肺炎疫情防控工作国家指导委员会主任范明政8月29日主持委员会与20个省市共209个郡县、1060个乡坊镇关于防疫工作的视频会议。,"Ngày 29/08, Thủ tướng Chính phủ Việt Nam kiêm Trưởng ban Chỉ đạo quốc gia phòng, chống dịch COVID-19 Phạm Minh Chính chủ trì Hội nghị trực tuyến với 20 tỉnh, thành phố trực thuộc trực ung ương, 209 quận huyện, thị xã và 1060 xã phường, thị trấn về công tác phòng, chống dịch.","Thủ tướng Chính phủ Việt Nam, Trưởng Ban Chỉ đạo Quốc gia phòng, chống dịch COVID-19 Phạm Minh Chính đã chủ trì cuộc họp trực tuyến của Ban Chỉ đạo với 209 quận, huyện thuộc 20 tỉnh, thành phố và 1060 xã, phường, thị trấn về công tác phòng, chống dịch vào ngày 29 tháng 8.","Ngày 29/8, ông Phạm Minh Chính, Thủ tướng Chính phủ Việt Nam, Giám đốc Ban Chỉ đạo Quốc gia phòng chống dịch Covid-19 chủ trì cuộc họp trực tuyến về công tác phòng chống dịch giữa Ban với tổng cộng 209 huyện, 1.060 thị trấn tại 20 tỉnh, thành phố."
182,vi-zh-2022-test-0182,会议展现了越南上下一心抗击疫情的决心。,"Hội nghị đã cho thấy sự đồng lòng, quyết tâm sớm đạt mục tiêu kiềm chế dịch bệnh của Việt Nam.",Cuộc họp thể hiện quyết tâm đồng lòng chống dịch của toàn Việt Nam.,Cuộc gặp thể hiện quyết tâm của Việt Nam cùng nhau chống dịch.
183,vi-zh-2022-test-0183,20个省市共209个郡县、1060个乡坊镇的领导人共同出席的这次视频会议是在政府总理范明政对南部一些省市防疫工作进行视察、检查并作出指导后召开的。,"Hội nghị trực tuyến với 20 tỉnh, thành phố trực thuộc trực ung ương, 209 quận huyện, thị xã và 1.060 xã phường, thị trấn về công tác phòng, chống dịch diễn ra sau chuyến đi thị sát, kiểm tra, chỉ đạo công tác phòng chống dịch COVID – 19 của Thủ tướng Phạm Minh Chính tại một số tỉnh, thành phía Nam.","Cuộc họp trực tuyến này, với sự tham dự của các lãnh đạo từ 209 quận huyện và 1060 xã/phường/thị trấn thuộc 20 tỉnh/thành phố, được tổ chức sau chuyến thị sát, kiểm tra và chỉ đạo công tác phòng chống dịch bệnh tại một số tỉnh/thành phố phía Nam của Thủ tướng Phạm Minh Chính.","Hội nghị truyền hình với sự tham dự của lãnh đạo tổng cộng 209 quận và 1.060 thị trấn ở 20 tỉnh, thành phố, được tổ chức sau khi Thủ tướng Fan Minzheng kiểm tra, thanh tra và chỉ đạo công tác phòng chống dịch ở một số tỉnh, thành phố phía Nam."
184,vi-zh-2022-test-0184,岘港市医生、护士启程前往胡志明市，帮助其防控疫情自4月27日，第四波疫情爆发以来，越南新增近42万例确诊病例，其中50%已经治愈出院，不过也有1万0370名患者死亡。,"Các bác sĩ, y tá Đà Nẵng đã lên đường đến TP.HCM để hỗ trợ công tác phòng chống dịch, kể từ khi đợt dịch thứ 4 bùng phát vào ngày 27/4, Việt Nam đã có thêm gần 420.000 trường hợp được xác nhận, trong đó 50% đã được chữa khỏi và xuất viện. , nhưng cũng có 10.000.370 bệnh nhân tử vong.","Đội ngũ y bác sĩ Đà Nẵng lên đường tới Thành phố Hồ Chí Minh hỗ trợ phòng chống dịch. Kể từ ngày 27 tháng 4, khi làn sóng dịch bệnh thứ tư bùng phát, Việt Nam đã ghi nhận gần 420.000 ca mắc mới, trong đó 50% đã được chữa khỏi và xuất viện, tuy nhiên cũng có 10.370 bệnh nhân tử vong.","Các bác sĩ, y tá từ TP Đà Nẵng lên đường vào TP.HCM hỗ trợ phòng, chống dịch. Kể từ khi đợt dịch thứ 4 bùng phát vào ngày 27/4, Việt Nam đã có gần 420.000 ca nhiễm mới được xác nhận, 50% trong số đó đã khỏi bệnh và xuất viện. Tuy nhiên, 10.370 bệnh nhân đã tử vong."
185,vi-zh-2022-test-0185,意识到确保社会民生是重要工作，各部门、各地方协调配合，确保粮食、食品、生活必需品供应，让居民安心执行社交距离规定。,"Xác định công tác đảm bảo an sinh xã hội là trọng yếu, các Bộ, ngành, địa phương đã tích cực phối hợp, đảm bảo cung ứng hàng hóa thiết yếu, lương thực, thực phẩm cho người dân để yên tâm thực hiện giãn cách.","Nhận thức được tầm quan trọng của việc đảm bảo đời sống xã hội, các ban ngành và địa phương đã phối hợp chặt chẽ để đảm bảo nguồn cung lương thực, thực phẩm và các nhu yếu phẩm, giúp người dân yên tâm thực hiện quy định giãn cách xã hội.","Nhận thấy việc đảm bảo sinh kế xã hội và sinh kế của người dân là một nhiệm vụ quan trọng, nhiều ban ngành, địa phương phối hợp, hợp tác để đảm bảo cung cấp lương thực, thực phẩm, nhu yếu phẩm hàng ngày để người dân yên tâm thực hiện các quy định giãn cách xã hội."
186,vi-zh-2022-test-0186,公安力量帮助胡志明市居民购买粮食食品越南政府总理范明政在会上发表讲话时强调，既然决定牺牲经济利益，实施社交距离措施，就要成功控制疫情，要尽可能早和有效击退疫情。,"Phát biểu tại hội nghị, người đứng đầu Chính phủ nhấn mạnh tinh thần chung: Việt Nam đã hy sinh về kinh tế - xã hội để thực hiện giãn cách thì phải đạt kết quả chống dịch thành công, phải ngăn chặn, đẩy lùi được dịch bệnh sớm, nhanh, hiệu quả.","Lực lượng công an hỗ trợ người dân Thành phố Hồ Chí Minh mua lương thực, thực phẩm. Thủ tướng Chính phủ Phạm Minh Chính phát biểu tại cuộc họp nhấn mạnh, đã quyết định hy sinh lợi ích kinh tế để thực hiện các biện pháp giãn cách xã hội thì phải kiểm soát được dịch bệnh thành công, phải đẩy lùi dịch bệnh sớm nhất và hiệu quả nhất có thể.",Lực lượng công an hỗ trợ người dân TP.HCM mua thực phẩm. Thủ tướng Phạm Minh Chính của Việt Nam nhấn mạnh trong bài phát biểu tại cuộc họp rằng vì quyết định hy sinh lợi ích kinh tế và thực hiện các biện pháp giãn cách xã hội nên ông phải kiểm soát thành công dịch bệnh và đánh bại nó càng sớm và hiệu quả càng tốt.
187,vi-zh-2022-test-0187,本着上述精神，范明政指出，社交距离是阻止疫情蔓延的重要措施，要认真、严格实施。,"Trên cơ sở đó, Thủ tướng Phạm Minh Chính chỉ ra, giãn cách xã hội là biện pháp chống lây lan dịch bệnh nên phải thực hiện thật nghiêm, thật chặt chẽ, kiểm soát có hiệu quả.","Với tinh thần đó, Phạm Minh Chính nhấn mạnh, giãn cách xã hội là biện pháp quan trọng để ngăn chặn dịch bệnh lây lan, cần được thực hiện một cách nghiêm túc và chặt chẽ.","Với tinh thần nêu trên, Fan Mingzheng chỉ ra rằng giãn cách xã hội là biện pháp quan trọng để ngăn chặn sự lây lan của dịch bệnh và phải được thực hiện nghiêm túc, nghiêm ngặt."
188,vi-zh-2022-test-0188,在实施社交距离期间，要同时神速进行病毒检测和疫苗接种，并确保这项工作的科学性、有效性和全面性。,"Trong thời gian thực hiện giãn cách xã hội phải thực hiện thần tốc xét nghiệm, tiêm vaccine một cách khoa học, hiệu quả và toàn diện.","Trong thời gian thực hiện giãn cách xã hội, cần tiến hành xét nghiệm virus và tiêm chủng một cách nhanh chóng, đồng thời đảm bảo tính khoa học, hiệu quả và toàn diện của công tác này.","Trong thời gian thực hiện giãn cách xã hội, việc xét nghiệm virus và tiêm chủng phải được tiến hành đồng thời nhanh chóng, bảo đảm tính khoa học, hiệu quả và toàn diện."
189,vi-zh-2022-test-0189,同时确保人民最早、最便利、在基层获得医疗服务，尽可能早的发现确诊病例并尽可能快的进行隔离和治疗，实施就地治疗措施，缓解上级医疗机构超负荷，把传统和现代医学相结合，减少重症病例、死亡病例。,"Đồng thời đảm bảo cho người dân được tiếp cận y tế từ sớm, từ xa, từ cơ sở, nhằm phát hiện sớm, cách ly nhanh, điều trị tích cực ngay tại cơ sở, không để quá tải tuyến trên; điều trị tích cực, kết hợp y học cổ truyền và y học hiện đại để giảm ca bệnh nặng, ca tử vong do COVID-19.","Đồng thời, đảm bảo người dân được tiếp cận dịch vụ y tế sớm nhất, thuận tiện nhất tại tuyến cơ sở, phát hiện và chẩn đoán ca bệnh càng sớm càng tốt, tiến hành cách ly và điều trị nhanh nhất có thể, thực hiện các biện pháp điều trị tại chỗ, giảm tải cho các cơ sở y tế tuyến trên, kết hợp y học cổ truyền và y học hiện đại, giảm thiểu các ca bệnh nặng và ca tử vong.","Đồng thời, đảm bảo người dân được tiếp cận dịch vụ y tế tuyến cơ sở sớm nhất, thuận tiện nhất, phát hiện các ca bệnh càng sớm càng tốt, cách ly và điều trị nhanh nhất có thể, triển khai các biện pháp điều trị tại chỗ, giảm bớt tình trạng quá tải cho các cơ sở y tế tuyến trên, kết hợp y học cổ truyền và hiện đại để giảm số ca nặng và tử vong."
190,vi-zh-2022-test-0190,与此同时，要主动了解人民心声、愿望，及时鼓励人民、照顾人民精神生活。,"Bên cạnh đó, chủ động nắm bắt tâm tư, tình cảm, nguyện vọng của nhân dân, động viên, chăm sóc đời sống tinh thần cho nhân dân.","Đồng thời, cần chủ động lắng nghe tâm tư, nguyện vọng của nhân dân, kịp thời động viên, quan tâm đến đời sống tinh thần của nhân dân.","Đồng thời, phải chủ động tìm hiểu tiếng nói, mong muốn của nhân dân, động viên kịp thời, quan tâm đến đời sống tinh thần của họ."
191,vi-zh-2022-test-0191,从中央到地方有了统一的意志，各级、各部门有了贴近实际、统一的领导、指导，将帮助越南逐步控制疫情。,"Việc thống nhất ý chí từ Trung ương đến địa phương, sự chỉ đạo xuyên suốt, sát sao của các cấp có thẩm quyền sẽ từng bước giúp Việt Nam kiểm soát được dịch bệnh.","Từ trung ương đến địa phương có sự thống nhất về ý chí, các cấp, các ban ngành có sự lãnh đạo, chỉ đạo sát thực tế và thống nhất, sẽ giúp Việt Nam từng bước kiểm soát dịch bệnh.","Có một ý chí thống nhất từ ​​trung ương đến địa phương, sự lãnh đạo, chỉ đạo thiết thực, thống nhất ở các cấp, ngành sẽ giúp Việt Nam từng bước kiểm soát dịch bệnh."
192,vi-zh-2022-test-0192,美国总统拜登在这起袭击事件发生仅几小时后发表声明指出，将对犯罪者采取适当还击措施，他同时强调将继续按计划于8月31日把所有美军从阿富汗撤离。,"Trong tuyên bố đưa ra chỉ ít giờ sau vụ tấn công, Tổng thống Mỹ Joe Biden nêu rõ sẽ có hành động đáp trả thích đáng với thủ phạm gây ra tội ác, đồng thời khẳng định sẽ tiếp tục thực hiện kế hoạch sơ tán và rút lực lượng Mỹ theo hạn chót là ngày 31/8.","Tổng thống Mỹ Joe Biden đã ra tuyên bố chỉ vài giờ sau vụ tấn công, nêu rõ sẽ có biện pháp đáp trả thích đáng đối với những kẻ phạm tội, đồng thời nhấn mạnh sẽ tiếp tục rút toàn bộ quân đội Mỹ khỏi Afghanistan theo kế hoạch vào ngày 31 tháng 8.","Tổng thống Mỹ Biden đã đưa ra tuyên bố chỉ vài giờ sau vụ tấn công, nêu rõ rằng các biện pháp đối phó thích hợp sẽ được thực hiện đối với thủ phạm. Ông cũng nhấn mạnh sẽ tiếp tục rút toàn bộ quân Mỹ khỏi Afghanistan theo kế hoạch vào ngày 31/8."
